CCS_CATEGORY,CCS_DESCRIPTION,DRUG_NAME,PATIENTS
20,Otrespirca,0.45% SODIUM CHLORIDE INJECTION,2
20,Otrespirca,KOSOLIN SYRUP,1
20,Otrespirca,APRELAZINE INJECTION 20MG/ML (HYDRALAZINE),1
20,Otrespirca,"ROSIS IV INJECTION ""VPP",1
20,Otrespirca,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",6
20,Otrespirca,"HALIN TABLETS 5MG ""YU SHENG"" (HALOPERIDOL)",2
20,Otrespirca,"GUAPHEN SYRUP 20MG/ML (GUAIFENESIN) ""CENTER",1
20,Otrespirca,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",2
20,Otrespirca,CABUDAN TABLETS 25MG,1
20,Otrespirca,TINTEN TABLETS 500MG,1
20,Otrespirca,"NOSMA SUSTAINED-RELEASE   MICROSPHERES CAP. 125MG ""WECAM",1
20,Otrespirca,MOPRIDE F.C. TABLETS 5MG,7
20,Otrespirca,SPERSIN OINTMENT,2
20,Otrespirca,"FENTANYL TRANSDERMAL PATCH 25 UG/HR ""PPCD",2
20,Otrespirca,PROMERAN F.C. TABLETS 3.84MG ,2
20,Otrespirca,DEXAMETHASONE INJECTION,4
20,Otrespirca,"TREN CAPSULES 250MG (TRANEXAMIC ACID) ""YUNG SHIN",2
20,Otrespirca,NOVAMIN INJECTION 5MG/ML (PROCHLORPERAZINE),1
20,Otrespirca,"LATOL F.C.TABLET 200MG ""STANDARD",1
20,Otrespirca,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",6
20,Otrespirca,CAMADOL CAPSULES 50MG (TRAMADOL HCL),2
20,Otrespirca,"TRANSAMIN INJECTION ""DAIICHI SANKYO",1
20,Otrespirca,CONSRINE SYRUP,1
20,Otrespirca,"CODICON-U CAPSULES ""SINPHAR",1
20,Otrespirca,ZODENOX FILM COATED TABLETS 10MG“YUNG SHIN”,3
20,Otrespirca,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",1
20,Otrespirca,SLOW-K TABLETS 600MG,1
20,Otrespirca,NITROSTAT 0.6MG,1
20,Otrespirca,ABIPLATIN INJECTION 0.5MG/ML,1
20,Otrespirca,NORVASC TABLETS 5MG,1
20,Otrespirca,COZAAR F.C.TAB. 50MG,2
20,Otrespirca,SEROQUEL TABLETS 25MG,2
20,Otrespirca,NEXIUM TAB. 40MG,2
20,Otrespirca,SERETIDE 250 EVOHALER,2
20,Otrespirca,ULTRACET TABLETS,4
20,Otrespirca,EMEND CAPSULES 80MG,4
20,Otrespirca,EMEND CAPSULES 125MG,4
20,Otrespirca,ALIMTA (PEMETREXED FOR INJECTION) 500MG,4
20,Otrespirca,ALOXI SOLUTION FOR INJECTION,4
20,Otrespirca,VOMIZ 8 TABLETS,4
20,Otrespirca,Alimta for Injection 100mg,4
20,Otrespirca,KEMOPLAT INJECTION,4
20,Otrespirca,"PROCHLORPERAZINE MALEATE TABLETS ""JOHNSON",4
21,Bone/ctcncr,"SODIUM CHLORIDE INJECTION ""Y.F.",9
21,Bone/ctcncr,CODEINE PHOSPHATE TABLETS 30MG,4
21,Bone/ctcncr,PETHIDINE HYDROCHLORIDE INJECTION 50MG/ML,1
21,Bone/ctcncr,MORPHINE HYDROCHLORIDE INJECTION 10MG/ML,2
21,Bone/ctcncr,"BISACODYL SUPPOSITORIES ""YUNG SHIN",1
21,Bone/ctcncr,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",1
21,Bone/ctcncr,"EPINEPHRINE INJECTION ""VPP",1
21,Bone/ctcncr,"MANNITOL INJECTION 20% ""SHUN HWA",2
21,Bone/ctcncr,"TRICODEX CREAM ""C.C.P.",1
21,Bone/ctcncr,"DORISON TABLETS (DEXAMETHASONE) ""ROYAL",2
21,Bone/ctcncr,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),2
21,Bone/ctcncr,"YONFUPHARM"" IBUPROFEN TABLETS",24
21,Bone/ctcncr,"MAGNESIUM OXIDE TABLETS ""KINGDOM",5
21,Bone/ctcncr,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",3
21,Bone/ctcncr,"PARMASON GARGLE SOLUTION (CHLORHEXIDINE) ""B&F",6
21,Bone/ctcncr,EVAC ENEMA,2
21,Bone/ctcncr,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",2
21,Bone/ctcncr,TINTEN TABLETS 500MG,8
21,Bone/ctcncr,"TLRAMTOR CAPSULES 50MG ""PATRON""(TRAMADOL)HYDROCHLORIDE",1
21,Bone/ctcncr,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),3
21,Bone/ctcncr,ACTEIN EFFERVESCENT TABLETS 600MG,3
21,Bone/ctcncr,Laston Injection 30 mg/ml (Ketorolac Tromethamine),1
21,Bone/ctcncr,B-N-O OINTMENT,4
21,Bone/ctcncr,MEGATUS ORAL SUSPENSION 40MG/ML,4
21,Bone/ctcncr,"STAZOLIN INJ. ""STANDARD"" (CEFAZOLIN)",2
21,Bone/ctcncr,"LACTUL SYRUP 666MG/ML (LACTULOSE) ""SINPHAR",2
21,Bone/ctcncr,PROMERAN F.C. TABLETS 3.84MG ,7
21,Bone/ctcncr,PROMERAN INJECTION,14
21,Bone/ctcncr,DEXAMETHASONE INJECTION,17
21,Bone/ctcncr,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",1
21,Bone/ctcncr,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",7
21,Bone/ctcncr,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",1
21,Bone/ctcncr,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",3
21,Bone/ctcncr,WINSUMIN F.C. TABLETS 50MG (CHLORPROMAZINE HCL),1
21,Bone/ctcncr,"TAMEDIN INJECTION 100MG/ML ""STANDARD""(CIMETIDINE)",1
21,Bone/ctcncr,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",2
21,Bone/ctcncr,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",5
21,Bone/ctcncr,MEPTIN-MINI TABLETS,1
21,Bone/ctcncr,"ASMATIN TABLETS ""SINPHAR",3
21,Bone/ctcncr,DINIDOL S.C. TABLETS 25MG,10
21,Bone/ctcncr,"CODICON-U CAPSULES ""SINPHAR",2
21,Bone/ctcncr,EARFLO OTIC SOLUTION,1
21,Bone/ctcncr,"FLUTICOSONE CREAM ""S.C.",1
21,Bone/ctcncr,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",1
21,Bone/ctcncr,ADRIBLASTINA RAPID DISSOLUTION 10MG,14
21,Bone/ctcncr,LIQUIFILM TEARS,1
21,Bone/ctcncr,GASTRO-TIMELETS,5
21,Bone/ctcncr,CATAFLAM 25MG SUGAR-COATED TABLETS,2
21,Bone/ctcncr,ABIPLATIN INJECTION 0.5MG/ML,2
21,Bone/ctcncr,NORVASC TABLETS 5MG,2
21,Bone/ctcncr,AUGMENTIN 1G F.C. TABLETS,1
21,Bone/ctcncr,COAPROVEL 300MG/12.5MG FILM-COATED TABLES,2
21,Bone/ctcncr,ULTRACET TABLETS,2
21,Bone/ctcncr,EMEND CAPSULES 80MG,2
21,Bone/ctcncr,EMEND CAPSULES 125MG,2
21,Bone/ctcncr,Pamidron HEXAL 15mg/ml concentrate for solution for infusion,1
21,Bone/ctcncr,ALOXI SOLUTION FOR INJECTION,2
22,Skinmelanom,URETROPIC TABLETS,8
22,Skinmelanom,MORPHINE HYDROCHLORIDE TABLETS 10MG,2
22,Skinmelanom,CODEINE PHOSPHATE TABLETS 30MG,2
22,Skinmelanom,SPIRON TABLETS,5
22,Skinmelanom,"YONFUPHARM"" IBUPROFEN TABLETS",3
22,Skinmelanom,B. &N. BACINEOCIN OINTMENT,3
22,Skinmelanom,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",1
22,Skinmelanom,UCEFA CAPSULES 500MG (CEFADROXIL),1
22,Skinmelanom,"ROSIS IV INJECTION ""VPP",1
22,Skinmelanom,"BUSIX TABLETS 1.0MG (BUMETANID) ""S.T.",3
22,Skinmelanom,"CORT. S. OINTMENT 1% (HYDROCORTISONE ACETATE)""M.S.",1
22,Skinmelanom,TINTEN TABLETS 500MG,1
22,Skinmelanom,"TLRAMTOR CAPSULES 50MG ""PATRON""(TRAMADOL)HYDROCHLORIDE",1
22,Skinmelanom,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),7
22,Skinmelanom,KINAX TABLETS 0.5MG (ALPRAZOLAM),2
22,Skinmelanom,SPERSIN OINTMENT,4
22,Skinmelanom,MEGATUS ORAL SUSPENSION 40MG/ML,9
22,Skinmelanom,PROMERAN F.C. TABLETS 3.84MG ,6
22,Skinmelanom,PROMERAN INJECTION,1
22,Skinmelanom,"NAPROXEN TABLETS ""SINPHAR",4
22,Skinmelanom,PLENDIL TABLETS 5MG,9
22,Skinmelanom,"KABIVEN PI, EMULSION FOR INFUSION",1
22,Skinmelanom,ULTRACET TABLETS,2
22,Skinmelanom,Stilnox CR Tablet 6.25 mg,3
22,Skinmelanom,DUROGESIC D-TRANS TRANSDERMAL PATCH 12 ΜCG/H,1
22,Skinmelanom,Ceftriaxone Sandoz powder for IV Injection,2
22,Skinmelanom,GLUCOSE INJECTION 5%,1
22,Skinmelanom,"PECOLIN SUSPENSION ""STANDARD",1
22,Skinmelanom,"DEXAMETHASONE TABLETS ""C.C.P.",7
23,Non-epithca,"SODIUM CHLORIDE INJECTION ""Y.F.",1
23,Non-epithca,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",2
23,Non-epithca,"YONFUPHARM"" IBUPROFEN TABLETS",3
23,Non-epithca,B. &N. BACINEOCIN OINTMENT,5
23,Non-epithca,UCEFA CAPSULES 500MG (CEFADROXIL),5
23,Non-epithca,"GENTAMYCIN OPHTH. OINTMENT 3MG/GM ""GCPC",5
23,Non-epithca,"ROSIS IV INJECTION ""VPP",1
23,Non-epithca,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",8
23,Non-epithca,TINTEN TABLETS 500MG,9
23,Non-epithca,"FOXONE OPHTHALMIC SUSPENSION 1MG/ML ""VINSTON",1
23,Non-epithca,"FOXONE OPHTHALMIC SUSPENSION 0.2MG/ML ""WINSTON",3
23,Non-epithca,GENDERMIN OPHTHALMIC OINTMENT 3MG/GM (GENTAMICIN SULFATE),7
23,Non-epithca,SPERSIN OINTMENT,1
23,Non-epithca,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",8
23,Non-epithca,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",3
23,Non-epithca,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",1
23,Non-epithca,"CEFADROXIL CAPSULES 500MG ""S.T.",2
23,Non-epithca,BOKEY ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN)  ,3
23,Non-epithca,"WELIZEN F.C. TABLETS 20MG ""N.K.",8
23,Non-epithca,"LABTAL F.C. TABLETS 200MG (LABETALOL) ""SINPHAR",2
23,Non-epithca,"ASCOTYL ENTERIC-MICROENCAPSULATED CAPSULES 100MG ""STANDARD",6
23,Non-epithca,"Ankorme Cream ""S.C.",3
23,Non-epithca,"FUSIDIC ACID CREAM ""PBF",7
23,Non-epithca,SULMEZOLE EYE DROPS 4%“MEDICINE”(SULFAMETHOXAZOLE SODIUM),1
23,Non-epithca,DURATEARS STERILE OPH OINT,3
23,Non-epithca,ATEHEXAL 100 FILM TABLET,1
23,Non-epithca,TOBRADEX STERILE OPHTHALMIC OINTMENT,1
23,Non-epithca,VIDISIC GEL,2
23,Non-epithca,BRUMIXOL CREAM,2
23,Non-epithca,OFTALMOLOSA CUSI GENTAMICIN 0.3%,1
23,Non-epithca,APROVEL 300MG FILM-COATED TABLETS,1
23,Non-epithca,ZANIDIP F.C TAB. 10MG,8
23,Non-epithca,DIFFERIN CREAM 0.1%,1
23,Non-epithca,ULTRACET TABLETS,2
23,Non-epithca,CURAM FILM-COATED TABLETS 625MG,4
23,Non-epithca,Ceftriaxone Sandoz powder for IV Injection,1
23,Non-epithca,MENPHENCALA LOTION,6
23,Non-epithca,"TETRACYLIN HCL OPHTHALMIC OINT  1% ""KINGDOM",1
24,Breastcancr,MENNA CAPSULES,2
24,Breastcancr,URETROPIC TABLETS,11
24,Breastcancr,"SODIUM CHLORIDE INJECTION ""Y.F.",459
24,Breastcancr,"LACTATED RINGER'S B INJECTION ""Y.F.",1
24,Breastcancr,MORPHINE HYDROCHLORIDE TABLETS 10MG,6
24,Breastcancr,CODEINE PHOSPHATE TABLETS 30MG,9
24,Breastcancr,CODEINE PHOSPHATE INJECTION 15MG/ML,2
24,Breastcancr,"BISACODYL SUPPOSITORIES ""YUNG SHIN",5
24,Breastcancr,"PANACAL INJECTION ""PANBIOTIC",54
24,Breastcancr,"LIDOCAINE HCL 2% FOR I.V. INJECTION ""LITA",2
24,Breastcancr,SPIRON TABLETS,10
24,Breastcancr,URINTESTIN TABLETS 500MG,1
24,Breastcancr,"MAGNESIUM OXIDE TABLETS 250MG ""VPP",1
24,Breastcancr,"ZINC OXIDE OINTMENT ""WST",4
24,Breastcancr,"EPINEPHRINE INJECTION ""VPP",3
24,Breastcancr,"MANNITOL INJECTION 20% ""SHUN HWA",20
24,Breastcancr,"COLD CAPSULES ""SWISS BRAND",10
24,Breastcancr,TOPSYM CREAM (FLUOCINONIDE),1
24,Breastcancr,"TRICODEX CREAM ""C.C.P.",34
24,Breastcancr,"SINPHARDERM-HC CREAM ""SINPHAR",3
24,Breastcancr,"DORISON TABLETS (DEXAMETHASONE) ""ROYAL",47
24,Breastcancr,KINGMIN OPHTHALMIC SOLUTION (SULFAMETHOXAZOLE),1
24,Breastcancr,POTASSIUM CHLORIDE INJECTION 15%,3
24,Breastcancr,"PANBICORT INJECTION (TRIAMCINOLONE) ""PANBIOTIC",1
24,Breastcancr,"SINPHARDERM CREAM ""SINPHAR",12
24,Breastcancr,"DICLOCIN CAPSULES ""KINGDOM"" (DICLOXACILLIN)",6
24,Breastcancr,"YONFUPHARM"" IBUPROFEN TABLETS",24
24,Breastcancr,B. &N. BACINEOCIN OINTMENT,14
24,Breastcancr,"CIVIDOID GEL (HEPARINOID) ""SINPHAR",1
24,Breastcancr,"MAGNESIUM OXIDE TABLETS ""KINGDOM",23
24,Breastcancr,"DEXTROSE AND SODIUM CHLORIDE INJECTION 5%/0.9% ""Y.F.",6
24,Breastcancr,ANXIEDIN TABLETS 1MG (LORAZEPAM),6
24,Breastcancr,UCEFA CAPSULES 500MG (CEFADROXIL),1
24,Breastcancr,"SULFASIL CREAM 1% (SILVER SULFADIAZINE) ""VPP",25
24,Breastcancr,"ULEX CREAM ""SINPHAR",1
24,Breastcancr,ROLIKAN INJECTION (SODIUM BICARBONATE),1
24,Breastcancr,"ROSIS IV INJECTION ""VPP",4
24,Breastcancr,"SUCRAL TABLETS 500MG ""VPP"" ",1
24,Breastcancr,"CORT. S. OINTMENT 1% (HYDROCORTISONE ACETATE)""M.S.",1
24,Breastcancr,COUGH MIXTURE,28
24,Breastcancr,"REBAMOL TABLETS 500MG (METHOCARBAMOL) "" WINSTON ",9
24,Breastcancr,"FUTUSOA CREAM ""S.Y.",1
24,Breastcancr,TEIRIA GEL 50MG/GM(ETOFENAMATE),10
24,Breastcancr,SEMPER TABLETS 25MG (MECLIZINE),9
24,Breastcancr,MEGEJOHN TABLETS 40MG,3
24,Breastcancr,"THROUGH F.C. TABLETS ""C.M.""(SENNOSIDES)",80
24,Breastcancr,CINOLONE F.C. TABLET 250MG,3
24,Breastcancr,"SUPREN INJECTION 2MG/ML ""S.T""(ONDANSETRON)",44
24,Breastcancr,TINTEN TABLETS 500MG,101
24,Breastcancr,SECORINE SYRUP,11
24,Breastcancr,"TLRAMTOR CAPSULES 50MG ""PATRON""(TRAMADOL)HYDROCHLORIDE",3
24,Breastcancr,BENSAU(BENZONATATE 100MG) SOFT CAPSULE,4
24,Breastcancr,AMPRAZO TABLETS 0.5 MG (ALPRAZOLAM),34
24,Breastcancr,"ESZO TABLETS 2MG""S.T.""(ESTAZOLAM)",26
24,Breastcancr,"LINDACIN CAPSULES 150MG ""S.T."" (CLINDAMYCIN)",3
24,Breastcancr,"COLONIL F.C. TABLETS 135MG   ""SWISS",1
24,Breastcancr,DELIBS F.C TABLETS 50MG,6
24,Breastcancr,ZINE ORABASE 0.1%,17
24,Breastcancr,"U-CHU"" ACEO CAPSULES RETARD 90MG",12
24,Breastcancr,MECATER TABLETS 25MCG (PROCATEROL HYDROCHLORIDE HEMIHYDRATE),1
24,Breastcancr,ACTEIN EFFERVESCENT TABLETS 600MG,7
24,Breastcancr,"U-CHU"" TONEC TABLETS 100MG (ACEC LOFENAC)",17
24,Breastcancr,Laston Injection 30 mg/ml (Ketorolac Tromethamine),1
24,Breastcancr,"MOCOUGH CAPSULES ""LITA",3
24,Breastcancr,MOPRIDE F.C. TABLETS 5MG,16
24,Breastcancr,SPERSIN OINTMENT,20
24,Breastcancr,Gastroloc Gastro-resistant Tablets 40mg,2
24,Breastcancr,Folina Injection 10mg/ml,1
24,Breastcancr,TIE SHR SHU PAP 〝P.Y〞,3
24,Breastcancr,GRANTRON I.V. INJECTION 1 MG/ML,67
24,Breastcancr,"FENTANYL TRANSDERMAL PATCH 25 UG/HR ""PPCD",24
24,Breastcancr,FENTANYL TRANSDERMAL PATCH 50 ΜCG/HR “PPCD”,1
24,Breastcancr,MEGATUS ORAL SUSPENSION 40MG/ML,18
24,Breastcancr,GLUCOSE INJECTION 5%,97
24,Breastcancr,"TAMEDIN INJECTION 100MG/ML ""STANDARD""(CIMETIDINE)",46
24,Breastcancr,"STAZOLIN INJ. ""STANDARD"" (CEFAZOLIN)",13
24,Breastcancr,"LACTUL SYRUP 666MG/ML (LACTULOSE) ""SINPHAR",2
24,Breastcancr,"FLUPINE TABLETS 0.25MG ""JOHNSON"" (FLUDIAZEPAM)",15
24,Breastcancr,"PHYXOL INJECTION 6MG/ML ""SINPHAR",46
24,Breastcancr,MEGEST ORAL SUSPENSION 40MG/ML,5
24,Breastcancr,EPICIN INJECTION,2
24,Breastcancr,ANAZO  F.C.  TABLETS,7
24,Breastcancr,GEMMIS INJECTION 38 MG/ML,29
24,Breastcancr,MIRTAPINE ORALLY DISINTEGRATING TABLETS 30MG,1
24,Breastcancr,"TRYNOL S.C. TABLETS 25MG ""JOHNSON",10
24,Breastcancr,"INDOMEN SUPPOSITORIES ""YUNG SHIN",1
24,Breastcancr,CINNAZINE TABLETS(,1
24,Breastcancr,PROMERAN F.C. TABLETS 3.84MG ,105
24,Breastcancr,PROMERAN INJECTION,19
24,Breastcancr,DEXAMETHASONE INJECTION,194
24,Breastcancr,PROPRANOLOL TABLETS 10MG ,1
24,Breastcancr,"AMOXICILLIN CAPSULES ""YUNG SHIN",1
24,Breastcancr,"UNDIARRHEA CAPSULES""YUNG SHIN"" (LOPERAMIDE)",26
24,Breastcancr,"SILENCE TABLETS ""YUNG SHIN""(LORAZEPAM)",117
24,Breastcancr,"PONSTAL CAPSULES 250MG  ""SINPHAR""(MEFENAMIC ACID)",16
24,Breastcancr,"SOLU-TISONE INJECTION 100MG ""C.C.P."" (HYDROCORTISONE)",18
24,Breastcancr,"NINCORT ORAL GEL (TRIAMCINOLONE) ""SINPHAR",12
24,Breastcancr,"CIMETIN TABLETS (CIMETIDINE) ""JOHNSON",24
24,Breastcancr,"TREN CAPSULES 250MG (TRANEXAMIC ACID) ""YUNG SHIN",1
24,Breastcancr,"MORCASIN TABLETS ""SINPHAR",1
24,Breastcancr,"CEFADROXIL CAPSULES 500MG ""S.T.",1
24,Breastcancr,"STATIN VAGINAL TABLETS 100,000 UNITS ""STANDARD"" (NYSTATIN)",1
24,Breastcancr,NOVAMIN INJECTION 5MG/ML (PROCHLORPERAZINE),5
24,Breastcancr,CEFA INJECTION (CEPHAZOLIN),1
24,Breastcancr,"COMPESOLON TABLETS 5MG ""PINE LAWER"" (PREDNISOLONE)",5
24,Breastcancr,"MUSCO TABLETS 30MG ""STANDARD"" (AMBROXOL HYDROCHLORIDE)",7
24,Breastcancr,AGGLUTEX INJECTION 5000U./ML (HEPARIN SODIUM),1
24,Breastcancr,"NIDOLIUM TABLETS 10MG ""SINPHAR""(DOMPERIDONE)",13
24,Breastcancr,MAGVAC ORAL SDUTION,1
24,Breastcancr,"DOXYCYCLINE CAPSULES 100MG ""P.L.",1
24,Breastcancr,"KETOCONAZOLE CREAM 20MG/GM ""SINPHAR",2
24,Breastcancr,"WELIZEN F.C. TABLETS 20MG ""N.K.",1
24,Breastcancr,ACYLETE TABLETS 200MG (ACYCLOVIR),1
24,Breastcancr,FLUR DI FEN PATCH  40MG/12GM,4
24,Breastcancr,"LIQUID BROWN MIXTURE (WITH OPIUM) ""CENTER",11
24,Breastcancr,"TRAND CAPSULES 250MG ""STANDARD""(TRANEXAMIC ACID)",3
24,Breastcancr,CAMADOL CAPSULES 50MG (TRAMADOL HCL),18
24,Breastcancr,"BETHANECHOL TABLETS 25MG ""JOHNSON",1
24,Breastcancr,"RICH CAPSULES 30MG  ""N.K",1
24,Breastcancr,"TELIN S.R TABLETS 200MG ""STANDARD",3
24,Breastcancr,"VOLNA-K F.C. TABLET 25MG ""STANDARD"" (DICLOFENAC POTASSIUM) ",3
24,Breastcancr,"TRANSAMIN INJECTION ""DAIICHI SANKYO",2
24,Breastcancr,CONSRINE SYRUP,1
24,Breastcancr,"ANTIDOXE CREAM ""S.C.",11
24,Breastcancr,"DENOSIN FILM-COATED TABLETS 5MG ""LOTUS",2
24,Breastcancr,DINIDOL S.C. TABLETS 25MG,2
24,Breastcancr,ZOLPI F.C  TABLETS 10MG,53
24,Breastcancr,"CODICON-U CAPSULES ""SINPHAR",12
24,Breastcancr,Momesone Cream 0.1% W/W,16
24,Breastcancr,"FUSIDIC ACID CREAM ""PBF",3
24,Breastcancr,SILIMA CAPSULES 150MG “PINE LAWER”,23
24,Breastcancr,"THYROID-S TABLETS 100UG ""JOHNSON",5
24,Breastcancr,"Metsone Cream 0.1% ""Sinphar",28
24,Breastcancr,"FLUTICOSONE CREAM ""S.C.",4
24,Breastcancr,CENZOFT CONCENTRATE SOLUTION 20 MG/ML“CENTER”(60 ML),2
24,Breastcancr,ZODENOX FILM COATED TABLETS 10MG“YUNG SHIN”,28
24,Breastcancr,XYZINE F.C. TABLETS 5MG,7
24,Breastcancr,"METHIMAZOLE TABLETS 5MG ""JOHNSON",2
24,Breastcancr,SULMEZOLE EYE DROPS 4%“MEDICINE”(SULFAMETHOXAZOLE SODIUM),2
24,Breastcancr,"LORAPSEUDO SR F.C. TABLETS 5/120MG ""CYH",8
24,Breastcancr,GLIBUDON TABLETS 500MG,5
24,Breastcancr,RIVOTRIL 0.5MG TABLET,2
24,Breastcancr,ENDOXAN SUGAR-COATED TABLETS,2
24,Breastcancr,CONCOR 5 MG,2
24,Breastcancr,PLENDIL TABLETS 5MG,14
24,Breastcancr,CIPROXIN INF. SOL. 50ML/100MG;100ML/200MG,1
24,Breastcancr,ADRIBLASTINA RAPID DISSOLUTION 10MG,9
24,Breastcancr,CALCIUMFOLINAT-EBEWE INJECTION 10MG/ML,3
24,Breastcancr,PHARMORUBICIN RAPID DISSOLUTION 50MG,58
24,Breastcancr,PHARMORUBICIN RAPID DISSOLUTION 10MG,42
24,Breastcancr,PREMARIN VAGINAL CREAM,3
24,Breastcancr,CATAFLAM 25MG SUGAR-COATED TABLETS,10
24,Breastcancr,CLARINASE REPETABS TABLETS,4
24,Breastcancr,"ABITREXATE INJECTION, 25MG/ML",12
24,Breastcancr,LEUCOVORIN-TEVA INJECTION 10MG/ML,8
24,Breastcancr,LEUCOVORIN TEVA INJECTION 10MG/ML,4
24,Breastcancr,ABIPLATIN INJECTION 0.5MG/ML,5
24,Breastcancr,ENDOXAN INJECTION,177
24,Breastcancr,SUCRATE GEL SUSPENSION,2
24,Breastcancr,NORVASC TABLETS 5MG,42
24,Breastcancr,XANAX XR EXTENDED-RELEASE TABLETS 0.5MG,3
24,Breastcancr,MAXIPIME INJ. (CEFEPIME)500MG,1
24,Breastcancr,COZAAR F.C.TAB. 50MG,46
24,Breastcancr,ZOLADEX 3.6MG DEPOT,17
24,Breastcancr,NOLVADEX TABLETS 10MG,385
24,Breastcancr,NAVELBINE 10MG/ML INJECTION SOLUTION,25
24,Breastcancr,FARESTON TABLETS 60MG,7
24,Breastcancr,PROCTOSEDYL OINTMENT,2
24,Breastcancr,XELODA TABLETS 500MG,12
24,Breastcancr,FEMARA FILM-COATED TABLETS 2.5MG,227
24,Breastcancr,SEROQUEL TABLETS 25MG,23
24,Breastcancr,AUGMENTIN 1G F.C. TABLETS,3
24,Breastcancr,AMARYL 2.0 TABLETS,7
24,Breastcancr,NERISONE FATTY OINTMENT,4
24,Breastcancr,NIMBEX INJECTION 2MG/ML,2
24,Breastcancr,HEPARIN SODIUM-FRESENIUS INJECTION 5000IU/ML,1
24,Breastcancr,APROVEL 300MG FILM-COATED TABLETS,8
24,Breastcancr,LIPITOR FILM-COATED TABLETS 10MG,4
24,Breastcancr,ALLEGRA TABLETS 180MG,10
24,Breastcancr,AROMASIN SUGAR COATED TABLETS 25MG,35
24,Breastcancr,FLAMAZINE CREAM,4
24,Breastcancr,CELEBREX CAPSULE 200MG,5
24,Breastcancr,NEXIUM TAB. 40MG,4
24,Breastcancr,ZANIDIP F.C TAB. 10MG,1
24,Breastcancr,FLUORO-URACIL GERMANY,117
24,Breastcancr,UFT CAPSULES,7
24,Breastcancr,ZOMETA POWDER FOR SOL. FOR INFUSION,11
24,Breastcancr,KEPPRA FILM-COATED TABLETS 500MG,1
24,Breastcancr,ULTRACET TABLETS,7
24,Breastcancr,ARCOXIA TABLET 60MG,2
24,Breastcancr,EMEND CAPSULES 80MG,23
24,Breastcancr,EMEND CAPSULES 125MG,65
24,Breastcancr,GASTER D TABLETS 20MG,2
24,Breastcancr,"NAVELBINE 30MG, SOFT CAPSULE",4
24,Breastcancr,"NAVELBINE 20MG, SOFT CAPSULE",4
24,Breastcancr,MEL-OD 15 TABLETS (MELOXICAM TABLETS),2
24,Breastcancr,BARACLUDE TABLETS 0.5MG,10
24,Breastcancr,HYZAAR FC TABLETS 100/12.5 MG,1
24,Breastcancr,JANUVIA 100 MG F.C. TABLETS,5
24,Breastcancr,Stilnox CR Tablet 6.25 mg,3
24,Breastcancr,VIREAD TABLETS,1
24,Breastcancr,ELTROXIN TABLETS 100MCG 〝GERMANY〞,2
24,Breastcancr,ALOXI SOLUTION FOR INJECTION,23
24,Breastcancr,VOMIZ 8 TABLETS,1
24,Breastcancr,DUROGESIC D-TRANS TRANSDERMAL PATCH 12 ΜCG/H,14
24,Breastcancr,KEMOPLAT INJECTION,15
24,Breastcancr,Exforge film-coated tablet 5/160mg,1
24,Breastcancr,AMLODIPINE BESILATE - TEVA 5MG TABLETS,3
24,Breastcancr,TAXOTERE 20MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION,48
24,Breastcancr,CURAM FILM-COATED TABLETS 625MG,2
24,Breastcancr,Ceftriaxone Sandoz powder for IV Injection,4
24,Breastcancr,BUSCOPAN SUGAR COATED TABLETS 10MG,1
24,Breastcancr,HERCEPTIN VIAL 440MG,76
24,Breastcancr,"FILGRASTIM INJECTION M300,300?g/0.7ML",44
24,Breastcancr,"CHLORPHENIRAMINE MALEATE INJECTION 5MG ""SINTONG",8
24,Breastcancr,VITAGEN INJECTION 5%,7
24,Breastcancr,"PECOLIN SUSPENSION ""STANDARD",21
