drug_no,drug_name
A014735100,"BLONDA(TRANEXAMIC ACID) CAPSULES 250MG ""C.C.P"
A014737212,"PHENAMIN-H INJECTION ""C.Y."
A014739100,"ORCIRIMINE CAPSULES ""C.R."
A014746100,"SCOPOLAMINE BUTYLBROMIDE CAPSULES ""YUNG CHI"
A014749100,"ACETAMINOPHEN TABLETS ""JINUP"
A014750229,"LICOMYCIN INJECTION 300MG/ML ""CSP"
A014755100,DIKUTON TABLETS
A014756209,"PENICILLIN G SODIUM INJECTION ""Y.F."
A014756216,"PENICILLIN G SODIUM INJECTION 3000000U ""Y.F."
A014756229,"PENICILLIN G SODIUM INJECTION 10000000U ""Y.F."
A014759209,"B-COMPLEX INJECTION ""TAI YU"
A014759229,"B-COMPLEX INJECTION ""TAI YU"
A014763209,"SACOCILLIN INJECTION 1GM ""N.K."
A014766100,METRONIDAZOLE TAB. 200MG
A014767277,"SACOCILLIN INJECTION 500MG ""N.K."
A014769100,"MEBENDAZOLE TABLETS ""Y.C."
A014779100,"BAENTA S.C. TABLETS ""Y.S."
A014783100,"MEFENAMIC ACID CAPSULES ""WST"
A014791100,IBUPROFEN CAPSULES
A014792100,"HI-CAVITAMIN S.C. TABLETS ""S.C."
A014796100,CHLORMEZANONE
A014799100,"SULFALIN TABLETS ""J.C.S."
A014801100,"TA DAR RING CAPSULES ""J.C.S."
A014809100,"BETHANECOL CHLORIDE ""J.C.S."
A014813100,"SAKERENN CAPSULES ""J.C.S."
A014823100,"ACETAMINOPHEN TABLETS 500MG ""CHI SHENG"
A014832109,"EPILON POWDER ""YUNG SHIN"
A014832199,"EPILON POWDER ""YUNG SHIN"
A014833100,"CHOLAR S.C. TABLETS 25MG ""YUNG SHIN"
A014842100,"DEXTROMETHORPHAN TABLETS 30MG ""LITA"
A014845100,"FULUCON TABLETS ""S.T."
A014858321,"DERMACOMB CREAM ""W.F."
A014858372,"DERMACOMB CREAM ""W.F."
A014858399,"DERMACOMB CREAM ""W.F."
A014864100,"DEMETHOR TABLETS ""CHI SHENG"
A014865100,"IBUFEN TABLETS ""S.C."
A014873100,"IBUPROFEN S.C. TABLETS ""J.S."
A014880100,"METHYLSCOPOLAMINE METHYLSULFASTE TABLETS ""S.Y."
A014892100,"ETHAMBUTOL TABLETS 400MG ""N.W."
A014894212,"GENTAMICIN INJECTION 4% ""TAI YU"
A014894229,"GENTAMICIN INJECTION 4% ""TAI YU"
A014894238,"GENTAMICIN INJECTION 4% ""TAI YU"
A014894299,GENTAMICIN INJ. 4%
A014898100,"VITAMIN E CAPSULES 100MG ""KINGDOM"
A014900229,"LINCOMYCIN INJECTION ""PRINCE"
A014900238,"LINCOMYCIN INJECTION ""PRINCE"
A014901229,"LINCOMYCIN INJECTION ""PATRON"
A014907100,"INDOMETHACIN CAPSULES ""WST"
A014909100,"MEFENAMIC ACID CAPSULES 250MG""D.T.S"
A014912100,"NALIDIXIC ACID TABLETS ""CHI SHENG"
A014914209,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU"
A014914212,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU"
A014914221,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU"
A014914229,"TRIAMCINOLONE SUSPENDED INJECTION 4% ""TAI YU"
A014915321,FLUCORTONE OINT.
A014915329,FLUCORTONE OINT.
A014915373,FLUCORTONE OINT.
A014915399,"FLUCORTONE OINTMENT ""TAI YU"
A014917100,FERACON F.C. TABLETS
A014919100,EDENE SUGAR COATED TABLETS
A014920100,KANCAN CAPSULES
A014922100,"NOSOUTIN TABLETS ""ORIENTAL"
A014924100,JAWEIHSIC TABLETS
A014925100,"ANETHOLE CAPSULES ""LITA"
A014926212,"BROMHEXINE INJECTION ""S.Y."
A014928100,"RIBOFLAVIN TABLETS 10MG ""C.I."
A014929100,"BETAMETHASONE TABLETS ""C.I."
A014930100,"CHLORZOXAZONE TABLETS ""WINSTON"
A014932100,"AMOXICILLIN CAPSULES ""Y.Y."
A014941100,IBUPROFEN CAPSULES
A014967100,FRISIUM TABLETS (CLOBAZAM)
A014975100,"CINNARIZINE TABLETS ""H.S."
A014981209,"CLONIDINE INJECTION ""YUNG SHIN"
A015011100,EDITIN TABLETS
A015021100,"GUAIAZULENE SODIUM SULFONATE TABLETS ""YUNG CHI"
A015024100,"METHYLSCOPOLAMINE METHYLSULFATE TABLETS ""P.L."
A015026100,"LILOCOL CAPSULES ""TK&A."
A015028100,"SALBUTAMOL TABLETS ""P.L."
A015029212,CARLMYCIN INJECTION 250MG/ML
A015029229,CARLMYCIN INJECTION 250MG/ML
A015029238,CARLMYCIN INJECTION 250MG/ML
A015030100,"ZUNTON TABLETS ""C.S."
A015033100,"PSEUDOEPHEDRINE TABLETS ""CURIE"
A0150331G0,"PSEUDOEPHEDRINE TABLETS ""CURIE"
A015034100,"ACETAMINOPHEN TABLETS ""C.R"
A015035100,EASY CAPSULES
A015040100,ASTOBORINE S.C. TABLETS
A015041100,"KETOFEN CAPSULES ""H.H."
A0150411G0,"KETOFEN CAPSULES ""H.H."
A015042100,JINCIN TABLETS 10MG“N.C.P”
A015056238,"DEXTROSE INJECTION 50% ""TAI YU"
A015057118,ANTIPHEN SYRUP (ACETAMINOPHEN 24MG/ML)
A015057151,ANTI-PHEN SYR
A015057199,ANTI-PHEN SYR
A015063100,"BETAMETHASONE TABLETS ""UNIVERSAL"
A015065100,"LITONBA TABLETS ""Y.S."
A015075100,ACETAMINOPHEN TABLETS
A015078100,DIPHENIDOL S.C. TABLETS
A0150781G0,DIPHENIDOL S.C. TABLETS 
A015080329,"Y.T.M. OINTMENT ""TAI YU"
A015085100,"COLD CAPSULES ""HONTEN"
A015088100,RIFAMPISIN CAPSULES
A015090100,"PSEUDOEPHEDRINE HCL TABLETS ""HONTEN"
A0150901G0,"PSEUDOEPHEDRINE HCL TABLETS ""HONTEN"
A015091100,"KETOPROFEN CAPSULES 50MG ""F.Y."
A015100100,RIF CAPSULES 450MG
A015118100,"RIFAMPIN CAPSULES 150MG ""WINSTON"
A015153212,BIOSTIN INJECTION
A015177100,"PYRIDOXAL PHOSPHATE TABLETS ""KODAK"
A015180212,"COLISTIN INJECTION ""ORIENTAL"
A015190100,"DIMETHICONE TABLETS ""S.Y."
A015195100,"NARCARICIN CAPSULES (BENZBROMARONE) ""SWISS"
A015199100,"PYRININ TABLETS ""GENTLE"
A015201100,"ANKOCILLIN CAPSULES 500MG ""W.F."
A015204100,"LOPERAMIDE TABLETS ""N.Y."
A015206110,"WEOWE GRANULES ""M.S."
A015212100,"ETHYLPHENYLEPHRINE TABLETS ""Y.S."
A015217100,"TEDOFURYL CAPSULES ""S.T."
A015218238,"DEXTROSE INJECTION 5% ""TAI YU"
A015218255,"DEXTROSE INJECTION 5% ""TAI YU"
A015218265,"DEXTROSE INJECTION 5% ""TAI YU"
A015218277,"DEXTROSE INJECTION 5% ""TAI YU"
A015219500,"PEDIATRIC ASPIRIN SUPPOSITORIES ""Y.C."
A015227100,"COUGH CAPSULES ""CHEN TA"
A015235100,"SWAN B12 CAPSULES ""C.S.P."
A015242100,"STOMACHIC TABLETS ""PATRON"
A015246265,"5% DEXTROSE IN 0.33% SALINE INJECTION ""SIN TONG"
A015246277,"5% DEXTROSE IN 0.33% SALINE INJECTION ""SIN TONG"
A015253209,"PYRIDOXINE HCL INJECTION 100MG/ML ""TAI YU"
A015253229,"PYRIDOXINE HCL INJECTION 100MG/ML ""TAI YU"
A015259100,"TRIAMCINOLONE TABLETS 4MG ""C.R."
A015265100,"CHLORPROMAZINE TABLETS ""Y.Y."
A015268100,"DEXAMETHASONE TABLETS ""S.Y."
A015269100,SINFLEX CAPSULES 500MG“TAITEN”
A015277421,"PLATINUM EYE SOLUTION ""H.S.C."
A015277429,PLATINUM EYE SOLUTION
A015278100,"TINIDAZOLE CAPSULES 500MG ""CURIE"
A015279209,"DEXAMETHASONE INJECTION 4MG ""TAI YU"
A015279229,"DEXAMETHASONE INJECTION 4MG ""TAI YU"
A015284100,"DIAZEPAM TABLETS ""C.I."
A015285100,"AMPICILLIN CAPSULES 500MG ""C.I."
A015286100,"AMPICILLIN CAPSULES ""PATRON"
A015287100,"ACETAMINOPHEN TABLETS 500MG ""C.S."
A015290100,"DIAZEPAM TABLETS 5MG ""TA"
A015291100,"CLEMASTINE TABLETS ""S.T."
A015316100,"CYCLOBUTYROL TABLETS ""J.C.S."
A015317100,"ACETAMINOPHEN TABLETS ""N.T."
A015318100,"UROGARONE CAPSULES ""CHIPHAR"
A015331100,"HAUOWN CAPSULES ""CURIE"
A015342212,"CEPHALORIDINE INJECTION ""Y.Y."
A015342277,"CEPHALORIDINE INJECTION ""Y.Y."
A015343221,"HISTIDINE INJECTION ""TAI YU"
A015344100,"BROMHEXINE TABLETS 8MG ""F.Y."
A015345100,TRIMESIN TABLETS
A015346100,"ACETAMINOPHEN TABLETS 500MG ""F.Y."
A015349212,"COUFSTOP INJECTION ""Y.F."
A015354343,SABINA CREAM
A015359100,"ANETHOL TRITHIONE S.C. TABLETS ""SHINLON"
A015367177,PEDIALYTE ORAL ELECTROLYTE 500ML
A015368100,"DIPHENIDOL SUGAR COATING TABLETS ""YUNG SHIN"
A015373309,"PRETTY CREAM ""S.C."
A015376100,"PORSUCON S.C. TABLETS ""HONTEN"
A015387100,NAPOSIN TABLETS (NAPROXEN)250MG
A0153871G0,NAPOSIN TABLETS 250MG(NAPROXEN)
A015394100,"METHYLSCOPOLAMINE METHYLSULFATE TABLETS ""LITA"
A015396100,"COCARBOXYLASE S.C. TABLETS ""CHINTENG"
A015397100,ALUFIBRATE
A015398100,ASTOMIN S.C. TABLETS
A015401100,"RIFAMPICIN CAPSULES ""SHINLON"
A015402212,"LINCOMYCIN INJECTION ""C.Y."
A015402229,"LINCOMYCIN INJECTION ""C.Y."
A015405100,"RIFAMPICIN CAPSULES 450MG ""WINSTON"
A015407229,"LINCOMYCIN INJECTION ""SINTONG"
A015409100,"TAI CHI TABLETS ""CURIE"
A015415100,"CATIGEN TABLETS ""LONG DER"
A015422100,"RELAZIDE S.C. TABLETS ""STANDARD"
A0154221G0,"RELAZIDE S.C. TABLETS ""STANDARD"
A015423109,"METOCLOPRAMIDE GRANULES ""CHINTENG"
A015423199,"METOCLOPRAMIDE GRANULES ""CHINTENG"
A015426100,"TONTHIN TABLETS ""CHEN TA"
A015430238,"SPORMINE INJECTION ""TAI YU"
A015430265,"SPORMINE INJECTION ""TAI YU"
A015430266,"SPORMINE INJECTION ""TAI YU"
A015430277,"SPORMINE INJECTION ""TAI YU"
A015436100,"URSODESOXYCHOLIC ACID TABLETS ""Y.Y."
A015466212,ALLOSULPYRA INJECTION
A015467100,"DEXAMETHASONE TABLETS 4MG ""STANDARD"
A015469100,"COLD SUGAR COATING TABLETS ""T.L.B"
A015473229,"LINCOMYCIN HCL INJECTION 300MG ""TAI YU"
A015473238,"LINCOMYCIN HCL INJECTION 300MG ""TAI YU"
A015473299,LINCOMYCIN HCL INJ. 300MG
A015509112,JOSAMY DRY SYRUP
A015509155,JOSAMY DRY SYRUP
A015509199,JOSAMY DRY SYRUP
A015511100,"PESINE S.C. TABLETS 25MG ""GOLDEN HORSE"
A015514209,"EPINEPHRINE INJECTION ""VPP"
A015518100,"BROMHEXINE TABLETS ""C.I."
A015520100,ANETHOLE S.C. TABLETS
A015522100,"CANCIDIN TABLETS 500MG ""BOWLIN"" (TINIDAZOLE)"
A015526229,"LINCOMYCIN INJECTION ""YUNG SHIN"
A015529100,"DICYCLOMINE TABLETS ""D.T.S."
A015539238,"K.C.L. INJECTION ""CHI SHENG"
A015540100,"NORSECON TABLETS ""CHINTENG"
A015543100,"PEICHIA TABLETS ""P.L."
A0155431G0,"PEICHIA TABLETS ""P.L."
A015549100,PEDIATRIC ACETAMINOPHEN TABLETS
A015553212,"GENTAMICIN SULFATE INJECTION 40MG ""WINSTON"
A015553229,"GENTAMICIN SULFATE INJECTION 40MG ""WINSTON"
A015555100,"MEFENAMIC ACID CAPSULES ""T.A."
A015560100,HONZO TABLETS
A015561255,MANNITOL INJECTION 20% 100ML
A015561266,MANNITOL INJECTION 20% 300ML
A015561277,"MANNITOL INJECTION 20% ""SHUN HWA"
A015566100,STROVITAN S.C. TABLETS
A015577100,"CHLORPRENALINE TABLETS ""J.C.S."
A015578100,"MEBENDAZOLE TABLETS ""CHI SHENG"
A015579100,"TRIAMCINOLONE TABLETS 4 MG ""F.Y."
A0155791G0,"TRIAMCINOLONE TABLETS 4MG ""F.Y."
A015581100,ACETAMINOPHEN TABLETS
A015582277,"AMPICLOXACIN INJECTION ""TAI YU"
A015584229,"LINCOMYCIN INJECTION ""C.C.P."
A015584299,"LINCOMYCIN INJECTION ""C.C.P."
A015596100,APAP TABLETS 500MG
A015599100,"ISONIAZID TABLETS ""METRO"
A015605100,"MYLANLO TABLETS ""MEIDER"
A015613209,"ORCIPRENALINE INJECTIONS ""Y.Y."
A015616100,"BACZINE TABLETS ""H.S."
A015622100,"MEBENDAZOLE TABLETS ""YUNG CHI"
A015629100,"CINNARIZINE TABLETS ""CHINTENG"
A0156291G0,"CINNARIZINE TABLETS ""CHINTENG"
A015630100,"DEXTROMETHORPHAN S.C. TABLETS ""WEI LI"
A015632209,"DEPOT. TESTOESTRADIOL INJECTION ""TAI YU"
A015637100,"MEBENDAZOLE TABLETS ""H.L."
A015638118,"A.A.P. SOLUTION ""S.Y."
A015638199,"A.A.P. SOLUTION ""S.Y."
A015639100,PACINOL TABLETS 500MG
A015640100,"LONTA S.C. TABLETS ""Y.S."
A015660100,"CEPHALEXIN CAPSULES ""S.T."
A015666100,"ACETAMINOPHEN TABLETS 300MG ""YU SHENG"
A015668100,"MEBENDAZOLE TABLETS ""P.L."
A015670100,"SPILAZIDE TABLETS ""C.R."
A015672100,"D.M.C.C. TABLETS ""C.I."
A015674100,SESDEN CAPSULES (TIMEPIDIUM)
A015684100,"NITRAZEPAM TABLETS ""PFOSHEN"
A015691212,"GENTAMICIN INJECTIONS ""TAH-AN"
A015691229,"GENTAMICIN INJECTIONS ""TAH-AN"
A015692229,"LINCOMYCIN INJECTIONS ""TAH-AN"
A015694100,"IBUPROFEN S.C. TABLETS 100MG ""F.Y."
A015697100,"LIPHALEXIN CAPSULES 500MG ""LITA"
A015698100,"TRIMEPRAZINE TARTRATE TABLETS ""HONTEN"
A015700100,RIFAMPICIN
A015703100,"LIMOX CAPSULES 500MG ""LITA"
A015716209,"METHYL SCOPOLAMINE METHYL SULFATE INJECTION ""Y.Y."
A015721100,DIS S.C. TABLETS (DIPHENIDOL)
A015722100,"BIONAMIN-H TABLETS ""C.Y."
A015723177,"ANTASIL SUSPENSION ""V.P.P."
A015727100,"PSEUDOCOL CAPSULES ""LITA"
A015731229,THIAMINE HCL INJECTION
A015734100,"DIPYRIDAMOLE S.C. TABLETS 12.5MG ""CHEN TA"
A015736100,"SUPERGEL TABLETS ""S.Y."
A015740100,"COLD CAPSULES ""SWISS BRAND"
A015745100,"PENICILLAMINE CAPSULES ""PATRON"
A015748100,"ALDIOXA TABLETS ""PATRON"" (DIHYDROXYALUMINUM ALLANTOINATE)"
A015751100,"METHYLSCOPOLAMINE METHYLSULFATE TABLETS 1MG ""CHEN TA"
A015752100,"ANETHOLE S.C. TABLETS 25MG ""CHEN TA"
A015759500,NILSTAT VAGINAL TABLETS (NYSTATIN)
A015760100,"HWA KOR TABLETS ""TK&A."
A015762435,"KASULO NASAL SPRAY ""C.S.P."
A015789100,DISRON
A015791100,"TETRACYCLINE HCL CAPSULES 250MG ""VPP"
A0157911G0,"TETRACYCLINE HCL CAPSULES 250MG ""VPP"
A015796100,"ANETHOLE S.C. TABLETS ""T.A."
A015800100,"GLIBENCLAMIDE TABLETS ""J.S."
A015805100,"METHYLSCOPOLAMINE METHYL SULFATE TABLETS ""CHI SHENG"
A015808100,"MEBENDAZOLE TABLETS ""S.T."
A015815100,"FONGMIN CAPSULES ""EAYUNG"
A015829229,"LINCOMYCIN INJECTION ""CHI SHENG"
A015829299,"LINCOMYCIN  INJECTION ""CHI SHENG"
A015830100,"LINCOMYCIN CAPSULES 250 MG ""CHI SHENG"
A015831209,"ERGONOVINE MALEATE INJECTIONS ""CHI SHENG"
A015832100,"ERGONOVINE MALEATE TABLETS ""CHI SHENG"
A015833100,"AMPICILLIN CAPSULES 500MG ""YUNG CHANG"
A015834100,"GLYCERYL GUAIACOLATE TABLETS ""M.T."
A015835100,"GOODCIDE TABLETS ""M.S."
A015837100,"PYRAZINAMIDE TABLETS ""L.E."
A015838100,"RIFAMPICIN CAPSULES ""C.I."
A015839100,"SALTOL TABLETS (SALBUTAMOL) ""C.C.P."
A015842209,"CEFAZOLIN INJECTION 1GM ""YUNG SHIN"
A015843277,"CEFAZOLIN INJECTION ""YUNG SHIN"
A015845209,"PENICILLIN G SODIUM INJECTION 10000000U ""Y.F."
A015845216,"PENICILLIN G SODIUM INJECTION ""Y.F."
A015845229,"PENICILLIN G SODIUM INJECTION 10000000U ""Y.F."
A015849100,"CLOMIPHENE CAPSULES 50MG ""YU SHENG"
A015853100,"LONG-ONE CAPSULES (FLUOXYMESTERONE)""S.C."
A015908209,"HYDROXYPROGESTERONE CAPROATE INJECTIONS ""TAI YU"
A015910100,"PIPRINHYDRINATE TABLETS ""P.L."
A015911209,AMPOLIN INJECTIONS 1000MG
A015912100,"SALBUTAMOL TABLETS 4MG ""EAYUNG"
A015916100,"POKITON TABLETS ""Y.C."
A015917209,"AMCLOCILLIN INJECTION ""TAI YU"
A015917277,AMCLOCILLIN INJ.
A015919157,"COLD COUGH SOLUTION ""C.M."
A015919199,"COLD COUGH SYRUP""C.M."
A015933238,POLYVITA-S INJ. 20ML
A015980209,"PROGESTERONE INJECTION 25MG ""G.C."
A015984100,"DIAZEPAM TABLETS 5MG ""JEN SHENG"
A015985100,"CLONIDINE TABLETS ""N.W."
A015986100,"IBUPROFEN CAPSULES 200MG ""K.B."
A015987212,"DIAZEPAM INJECTIONS ""TAI YU"
A015988229,"LINCOMYCIN HYDROCHLORIDE INJECTION ""Y.F."
A015988238,"LINCOMYCIN HYDROCHLORIDE INJECTION ""Y.F."
A015989100,"ANETHOLE CAPSULES ""H.S."
A015990100,PERTIN S.C. TABLETS 25MG
A015992100,"PANATOL TABLETS ""M.T."
A016004100,"NALICIDE TABLETS (NALIDIXIC ACID) ""KINGDOM"
A016009100,"BROMHEXINE TABLETS ""PFOSHEN"
A016010100,"SCOPOLAMINE BUTYLBROMIDE S.C. TABLETS ""PFOSHEN"
A016011100,FONGMIN S.C. TABLETS
A016015100,"PROPRANOLOL TABLETS ""SHUN HWA"
A016018100,"BROMHEXINE TABLETS ""SHUN HWA"
A016019100,"MEBENDAZOLE TABLETS ""Y.S."
A016020100,"BATHOLIN TABLETS ""GENTLE"
A016021100,"DICYCLOMINE TABLETS ""Y.C."
A016028100,"TONPYRON TABLETS ""PATRON"
A016034100,"ALRA TABLETS ""HEALTH"
A016055100,"MEBENDAZOLE TABLETS ""SHINLON"
A016063100,"DEXAMETHASONE TABLETS ""T.A."
A016065209,"DEXAMETHASONE INJECTIONS 4MG ""ASTAR"
A016065229,"DEXAMETHASONE INJECTIONS 4MG ""ASTAR"
A016071100,"ACETAMINOPHEN TABLETS 500MG ""TA"
A016072100,"ETHAVERINE TABLETS ""LEONZES"
A016080335,LINER OINTMENT
A016084100,"ANTICOUGH CAPSULES ""HEALTH"
A016088100,SEDENTON TABLETS
A016093100,"TONLAN TABLETS 500MG ""CHEN TA"
A016094100,"RIFAMPICIN CAPSULES ""C.I."
A016099100,"CLOXAMPICIN CAPSULES 500MG ""PANBIOTIC"
A016108100,"HONBITAN CAPSULES ""HONTEN"
A016130100,SALOBEL TABLETS (ALLOPURINOL)
A016131100,"STREPMAGEN TABLETS ""F.Y."
A016133100,"MAICA CAPSULES ""P.L."
A016138100,"ACETAMINOPHEN TABLETS 500MG ""GOLDEN HORSE"
A016141100,"SALBUTAMOL TABLETS 4MG ""F.Y."
A0161411G0,"SALBUTAMOL TABLETS 4MG ""F.Y."
A016143100,"BROMHEXINE TABLETS ""Y.C."
A016144100,"CINNARIZINE TABLETS ""S.T."
A016145100,"WETARING S.C. TABLETS ""S.T."
A016158100,"TINCO CAPSULES ""C.M."
A016162100,"CO-TRIMO TABLETS ""F.Y."
A016171100,"COMMON COLD CAPSULES ""M.S."
A016172100,"MEBENDAZOLE TABLETS ""MEIDER"
A016186100,"SEMANTON CAPSULES ""TOLIN"
A016195100,DEXTROMETHORPHAN TABLETS 30 MG
A016199100,"ASCORBIC ACID TABLETS ""ENSURE"
A016204100,"VITATROSCINE TABLETS ""CHINTENG"
A016206100,"ACETAMINOPHEN TABLETS 500MG ""Y.F."
A016216100,"ANTICOUGH CAPSULES ""M.S."
A016220100,"ACETAMINOPHEN TABLETS ""J.S."
A016221209,"PENICILLIN G SODIUM FOR INJECTION 1,000,000 UNITS ""VPP"
A016222435,"SUBICIN NASAL SPRAY ""WINSTON"
A016223100,"PROCHLORPERAZINE MALEATE S.C. TABLETS 5MG ""VPP"
A016224209,"ASCORBIC ACID INJECTION ""TAH-AN"
A016224221,"ASCORBIC ACID INJECTION ""LIN CHEMICAL"
A016227100,"DOXYCYCLINE CAPSULES ""YY"
A016247100,"MEBENDAZOLE TABLETS ""PANBIOTIC"
A0162471G0,"MEBENDAZOLE TABLETS ""PANBIOTIC"
A016248157,"NOGESIC SYRUP (ACETAMINOPHEN) ""HEALTH"
A016298100,"CHIAKANG TABLETS ""ORIENTAL"
A016299100,"PHLOROPROPIOPHENONE CAPSULES ""H.S."
A016302277,"CEFAZOLIN INJECTION 500MG ""LIN CHEMICAL"
A016303421,DECASON EYE DROPS
A016317100,"CASCARA S.C. TABLETS 130MG ""V.P.P."
A016318100,"CASCARA S.C. TABLETS 250MG ""V.P.P."
A016322100,HOWEI TABLETS
A016332100,"MEFENAMIC ACID CAPSULES 250MG ""C.T."
A016336100,"BEYLIYAN TABLETS ""M.T."
A016337100,"VITA B.E. TABLETS ""ORIENTAL"
A016343100,"RIFAMPIN CAPSULES 150MG ""CHI SHENG"
A016348100,"RHIN TABLETS ""GCPC"
A016349309,"BETASONE CREAM (BETAMETHASONE) ""GCPC"
A016349321,"BETASONE CREAM (BETAMETHASONE) ""GCPC"
A016349329,"BETASONE CREAM (BETAMETHASONE) ""GCPC"
A016349377,"BETASONE CREAM (BETAMETHASONE) ""GCPC"
A016349399,"BETASONE CREAM (BETAMETHASONE) ""GCPC"
A0163493B9,"BETASONE CREAM (BETAMETHASONE) ""GCPC"
A016350100,"ENDURE TABLETS (PROPRANOLOL) ""GCPC"
A016351100,"EXTAMINE TABLETS (BROMPHENIRAMINE) ""GCPC"
A016352100,"BETASONE TABLETS (BETAMETHASONE) ""GCPC"
A016353435,"EPHRINE NASAL DROPS (OXYMETAZOLIN) ""GCPC"
A016371100,"METHYLSCOPOLAMINE METHYLSULFATE S.C. TABLETS ""HONTEN"
A016373100,"REH NAR TONG TABLETS ""O.Y."
A016374100,"WELIMIN TABLETS ""M.T."
A016376212,TIOPRONIN INJ. 2ML
A016377100,"MONTEASE CAPSULES (PROTEASE) ""CHIPHAR"
A016378100,"AMPICILLIN CAPSULES ""SINTONG"
A016379212,"TIOPRONIN INJECTION ""S.T."
A016379221,TIOPRONIN INJECTION
A016390155,"ZUTON SYRUP 15MG/ML (ACETAMINOPHEN)""L.S."
A016392100,"BETAMETHASONE TABLETS ""HONTEN"
A016395100,"BUCLIZINE TABLETS ""H.L."
A016402329,SILVER SULFADIAZINE CREAM
A016402338,SILVER SULFADIAZINE CREAM
A016402348,SILVER SULFADIAZINE CREAM
A016402371,SILVER SULFADIAZINE CREAM
A016402377,SILVER SULFADIAZINE CREAM
A016402399,SILVESINE SULFADIAZINE CREAM
A016409100,"CHANWEILEN TABLETS ""F.S."
A016411212,"SULPYRIN INJECTION ""WINSTON"
A016415100,"PERPHENSZINE S.C. TABLETS ""HONTEN"
A016420100,"CHLORZOXAZONE TABLETS ""PL."
A016422100,"SEUPHENON TABLETS ""C.L."
A016432100,ANTON TABLETS
A0164321G0,ANTON TABLETS 
A016434100,"SUITIN CAPSULES (MEDAZEPAM) ""K.B."
A016435100,"PRELONE TABLETS (PREDNISOLONE) ""K.B."
A016437100,"SALTEROL TABLETS (SALBUTAMOL) ""K.B."
A016439100,"WONSOUANE CAPSULES ""K.B."
A016444100,"PRINATE TABLETS ""CHINTENG"" (PIPRINHYDRINATE)"
A016446100,"BROMHEXINE HCL TABLETS ""WINSTON"
A016447229,"LINCOMYCIN HCL INJECTION 300MG ""WINSTON"
A016449100,"CEPHENDOL S.C. TABLETS 25MG (DIPHENIDOL) ""F.Y"
A0164491G0,"CEPHENDOL S.C. TABLETS 25MG (DIPHENIDOL) ""F.Y"
A016457212,"HYCOBAL INJECTION ""SWISS"" (HYDROXOCOBALAMINE)"
A016457216,"HYCOBAL INJECTION (HYDROXOCOBALAMINE) ""SWISS"
A016461100,"RIFAMPIN CAPSULES 150MG ""TAI YU"
A016462100,"RIFAMPIN CAPSULES 300MG ""TAI YU"
A016464100,"PREDNISOLONE TABLETS ""P.J."
A016465100,"ERYTHROMYCIN ESTOLATE CAPSULES ""P.J."
A016466100,"COZEPAM TABLETS (DIAZEPAM) ""P.J."
A016467100,"CADIORAL TABLETS (PROPRANOLOL) ""P.J."
A016469100,"NADIXIN TABLETS (NALIDIXIC ACID) ""P.J."
A016470100,"DIUSIX TABLETS (FRUSEMIDE) ""P.J."
A016474100,"CEPHALEXIN CAPSULES ""TAI YU"
A016475212,"LIDOCAINE INJECTION 2% ""TAI YU"
A016475238,"LIDOCAINE INJECTION 2% ""TAI YU"
A016475299,LIDOCAINE INJ. 2%
A016476238,"MANNITOL INJECTION ""TAI YU"
A016476266,"MANNITOL INJECTION ""TAI YU"
A016476277,"MANNITOL INJECTION ""TAI YU"
A016477209,"CEPHALORIDINE INJECTION 1GM ""TAI YU"
A016481219,"AMPICILLIN INJECTION 500MG ""Y.Y."
A016483100,"DECALON TABLETS (DEXAMETH-ASONE) ""NAN YA"
A016485100,"TONREN CAPSULES ""C.M."
A016488100,"GRISEOFULVIN TABLETS ""W.F."
A016489100,"PSUBITY TABLETS ""S.T."
A016491100,"SAN HUNG TABLETS ""C.T."
A016496100,"DEXAMETHASONE TABLETS""C.L"
A016498100,"SUBETE TABLETS ""C.S."
A016499240,"LICOLASE LYOPHILIZED INJECTION ""LITA"
A016500100,"CHYMOTRYPSIN E.C. TABLETS ""CHINTENG"
A016503100,"ISOPRIN TABLETS (ISOXSUPRINE) ""P.J."
A016506100,"DEXTROMETHORPHAN HBR TABLETS ""P.J."
A016508100,"BISOLDIN TABLETS (BROMHEXINE) ""P.J."
A016509100,"ACETAMINOPHEN TABLETS ""P.J."
A016518235,THIOTEPA PARENTERAL
A016525277,"AMPICILLIN INJECTION ""SINTONG"
A016583229,"GENTAMICIN INJECTION 40MG/ML ""Y.A."
A016584209,"SALBUTAMOL INJECTION ""YUNG SHIN"
A016585100,HATRANPIN TABLETS (MEBENDAZOLE)
A016587100,"ANTICON TABLETS ""WU THE"
A016589209,"ORIDERON INJECTION ""ORIENTAL"
A016590421,"GENTA EYE DROPS (GENTAMYCIN) ""Y.F."
A016590429,"GENTA EYE DROPS (GENTAMYCIN) ""Y.F."
A016590435,"GENTA EYE DROPS (GENTAMYCIN) ""Y.F."
A016592100,"POLYYEN S.C. TABLETS ""K.B."
A016594100,"WEI YUNG AN TABLETS ""K.B."
A0165941G0,"WEI YUNG AN TABLETS ""K.B."" "
A016595100,"CHOLIGEN S.C. TABLETS ""K.B."
A016599372,"GETASON CREAM ""CHIU PO"
A016599399,"GETASON CREAM ""CHIU PO"
